timestamp,alpha_id,expression,archetype,hypothesis,source,sharpe,fitness,turnover,returns,drawdown,margin,rejection_reason
2026-09-18T19:28:10.698048+00:00,Vkajgvew,"trade_when(abs(ts_zscore(ts_decay_linear(((call_breakeven_60 - forward_price_60) / close) * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 5), 20)) > 0.75, group_neutralize(rank(ts_decay_linear(((call_breakeven_60 - forward_price_60) / close) * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 5)), sector), -1)",skew,"When the skew‑adjusted breakeven‑forward spread deviates more than 0.75 σ from its recent mean, tail‑risk pricing is temporarily out of balance and tends to revert, creating a mean‑reversion edge.",,1.2800,1.0300,0.1265,0.0819,0.0840,0.001294,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.28},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.03},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:28:25.134257+00:00,e7bJ2Ljp,"trade_when(abs(rank(ts_decay_linear(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 20), 5)) - 0.5) > 0.30, group_neutralize(rank(ts_decay_linear(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 20), 5)), sector), -1)",Mutation(breakeven),"Switching to a 60‑day tenor captures a longer‑horizon consensus drift while the sqrt(T) scaling preserves skew magnitude. Double smoothing with a 20‑day then 5‑day decay linear filter reduces noise and turnover. Sector‑level neutralization broadens the cross‑sectional comparison, and a slightly looser entry threshold (0.30) reflects the larger variance of the longer‑tenor signal, aiming for a more robust mean‑reverting premium compression.",,1.6800,1.4500,0.0475,0.0932,0.0743,0.003923,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.68},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.45},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:28:45.602023+00:00,xA3gQ2np,"trade_when(abs(rank(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * implied_volatility_mean_skew_60 * sqrt(60/252.0), 20)) - 0.5) > 0.30, group_neutralize(rank(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * implied_volatility_mean_skew_60 * sqrt(60/252.0), 20)), sector), -1)",Mutation(breakeven),"Shifts to the 60-day tenor with a longer 20-day decay window to capture slower-moving, more persistent mean-reversion dynamics in the tail-risk pricing. The 60-day skew is less noisy than the 30-day, allowing for a slightly wider entry threshold (0.30) that balances trade frequency with signal quality, while sector neutralization provides a broader diversification base suitable for the lower turnover profile.",,1.6800,1.4600,0.0503,0.0942,0.0761,0.003747,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.68},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.46},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:29:08.973765+00:00,pwRg05lx,"trade_when(abs(rank(ts_decay_linear(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 5), 20)) - 0.5) > 0.30, group_neutralize(rank(ts_decay_linear(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 5), 20)), subindustry), -1)",Mutation(breakeven),"Applying a two‑stage decay (5‑day smoothing followed by a 20‑day decay) damps turnover while preserving the longer‑tenor (60‑day) view of forward‑price vs. breakeven divergence. Retaining sub‑industry neutralization keeps sector tilt for capturing relative mispricing, and the 0.30 threshold reflects the larger variance of the longer‑tenor signal.",,1.6500,1.4400,0.0489,0.0946,0.0757,0.003868,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.65},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.44},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:29:22.786318+00:00,pwRAdvMj,"trade_when(abs(rank(ts_decay_linear(((call_breakeven_30 - forward_price_30) / close) * (implied_volatility_mean_skew_30 * sqrt(30/252.0)) * (1 + ts_delta(implied_volatility_mean_skew_30,5)), 17)) - 0.5) > 0.35, group_neutralize(rank(ts_decay_linear(((call_breakeven_30 - forward_price_30) / close) * (implied_volatility_mean_skew_30 * sqrt(30/252.0)) * (1 + ts_delta(implied_volatility_mean_skew_30,5)), 17)), subindustry), -1)",breakeven,"When the call breakeven price sits above the synthetic forward and the skew is both steep and recently steepening, the market undervalues the upside move needed to cover the option structure, creating a bullish edge that is amplified by the increasing tail risk. [Optimized: CONVICTION_SMOOTH_T35]",,1.6700,1.3400,0.0387,0.0802,0.0633,0.004143,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.67},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.34},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:29:38.748127+00:00,wpZgKOE1,"trade_when(abs(rank(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0) - implied_volatility_mean_skew_60 * sqrt(30/252.0)), 10)) - 0.5) > 0.38, group_neutralize(rank(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0) - implied_volatility_mean_skew_60 * sqrt(30/252.0)), 10)), sector), -1)",breakeven,"The spread between the skew-adjusted breakeven basis of 60-day and 30-day options captures the term-structure of tail-risk pricing; a positive spread implies the market is overpaying for long-dated downside protection relative to short-dated, signaling a mean-reversion opportunity in the forward curve. [Optimized: SHIFT_TENOR]",,1.6100,1.3000,0.0370,0.0813,0.0767,0.004398,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.61},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.3},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""val"
2026-09-18T19:29:59.634842+00:00,Xgb6qZ7b,"trade_when(abs(rank(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * implied_volatility_mean_skew_30 * sqrt(30/252.0), 12)) - 0.5) > 0.35, group_neutralize(rank(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * implied_volatility_mean_skew_30 * sqrt(30/252.0), 12)), subindustry), -1)",breakeven,The product of the forward-normalized breakeven and time-scaled skew represents the 'margin for error' in tail-risk pricing; extreme deviations from the cross-sectional median indicate mispriced tail risk that reverts to the sector-neutral mean as volatility surfaces smooth.,,1.7400,1.3900,0.0533,0.0797,0.0846,0.002994,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.74},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.39},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:30:20.686242+00:00,d5bL2kwK,"trade_when(abs(rank(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * (implied_volatility_mean_skew_30 * sqrt(30/252.0)), 12)) - 0.5) > 0.35, group_neutralize(rank(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * (implied_volatility_mean_skew_30 * sqrt(30/252.0)), 12)), sector), -1)",Mutation(breakeven),Broadens the neutralization group from subindustry to sector to capture more diverse cross-sectional dispersion and reduce overfitting to narrow industry-specific noise.,,1.7200,1.3500,0.0507,0.0770,0.0856,0.003037,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.72},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.35},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:30:34.288646+00:00,0mXvKYOp,"trade_when(volume > adv20, trade_when(abs(rank(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 20)) - 0.5) > 0.35, group_neutralize(rank(ts_decay_linear((call_breakeven_60 - forward_price_60) / close * (implied_volatility_mean_skew_60 * sqrt(60/252.0)), 20)), sector), -1), -1)",Mutation(breakeven),"Extending the tenor to 60 days captures a longer horizon of forward‑price drift while the sqrt‑time scaling preserves comparable skew magnitude. Smoothing with a 20‑day decay reduces noise, and sector‑level neutralization broadens exposure diversification. Adding a volume‑greater‑than‑ADV20 gate filters for periods of heightened liquidity, which tends to coincide with stronger institutional order flow, improving signal reliability and reducing turnover.",,1.5800,1.2700,0.0388,0.0809,0.0632,0.004167,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.58},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.27},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
2026-09-18T19:31:05.412143+00:00,VkajY2A0,"trade_when(abs(ts_zscore(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * (implied_volatility_mean_skew_30 * sqrt(30/252.0)), 12), 20)) > 0.75, trade_when(abs(rank(ts_decay_linear(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * (implied_volatility_mean_skew_30 * sqrt(30/252.0)), 12), 5)) - 0.5) > 0.33, group_neutralize(rank(ts_decay_linear(ts_decay_linear((call_breakeven_30 - forward_price_30) / close * (implied_volatility_mean_skew_30 * sqrt(30/252.0)), 12), 5)), sector), -1), -1)",Mutation(breakeven),"Stage 0 passer (Sharpe=1.71, Fit=1.34)",,1.7100,1.3400,0.0493,0.0770,0.0762,0.003121,"SUBMISSION_REJECTED: {""is"":{""checks"":[{""name"":""LOW_SHARPE"",""result"":""PASS"",""limit"":1.25,""value"":1.71},{""name"":""LOW_FITNESS"",""result"":""PASS"",""limit"":1.0,""value"":1.34},{""name"":""LOW_TURNOVER"",""result"":""PASS"",""limit"":0.01,""va"
